"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0,0,790692.761937745,0,449231.76434007,0,0,105165.718008614,18899255.9357548,18899255.9357548,1615709.15070948,13083367.762985,4483194.21537848,0,0,10177129.2123209,0,674146.996258102,0,0,997272.083335436,0,2532195.45997871,8990198.68892425,1417430.60889208,782336.750076006,13084398.6888374,0,674146.996258102,4483194.21537848,968198.844552011,17693.1911123956,332428.101010627,1806770.99614915,0,0,0,0,13084398.6888374,30175852.7025907,105165.718008614,0,0,0,0,29073.2387834249,10177129.2123209,22179908.8116137,0,0,15511428.4308075,0,24699.1971613847,0,2199767.35896809,10177129.2123209,0,10177129.2123209,0,1776584.79760215,0,0,0,3024.0358092903
0,0,414243.64867338,0,520292.1788319,0,0,2505.41605226054,26139271.7775253,26139271.7775253,1214507.83099895,19156135.0520658,6184706.35378101,0,0,15013693.0915517,0,363173.407627245,0,0,1583365.47883622,0,2420771.65635376,4826113.4778921,2055092.83267425,365678.823679506,19158091.7264888,0,363173.407627245,6184706.35378101,1534800.65384235,0,0,1577138.97978099,0,0,0,0,19158091.7264888,43718267.8498101,2505.41605226054,0,0,0,0,48564.824993874,15013693.0915517,18061994.7792735,0,0,21576357.9667903,0,46878.5288868935,0,2420771.65635376,15013693.0915517,0,15013693.0915517,0,1949044.30251573,0,0,0,0
0,0,301203.223344203,0,394725.832052514,0,0,41930.3338468992,25577634.0770417,25577634.0770417,1056140.36231138,23806647.1871263,3896708.71649478,0,0,24447760.4910457,0,257072.368744528,0,0,1074756.27853817,0,1741564.732863,2736816.28250948,1442562.03027157,299002.702591427,23807731.7958453,0,257072.368744528,3896708.71649478,1047836.19821906,0,0,2552870.12392666,0,0,0,0,23807731.7958453,46831411.1402414,41930.3338468992,0,0,0,0,26920.0803191069,24447760.4910457,26466259.0151779,0,0,25507366.1948614,0,25985.3456289801,0,1741564.732863,24447760.4910457,0,24447760.4910457,0,1373758.98112959,0,0,0,0
0,0,718960.402604,0,903018.00779,0,0,4348.394814,27129763,27129763,1318917,24692133,4035881,0,0,24299213,0,630323,0,0,2534463.00779,0,3987863.402604,3362633,3353192.00779,634671.394814,24695529,0,630323,4035881,2450174,0,0,1883834,0,0,0,0,24695529,49938062,4348.394814,0,0,0,0,84289.00779,24299213,27077258,0,0,28679044.00779,0,0,0,3987863.402604,24299213,0,24299213,0,3169134.402604,0,0,0,0
0,0,393695.741025852,0,515936.971811134,0,0,54806.1659899699,25818650.6858371,25818650.6858371,1051095.20197895,27545724.735506,2297086.38665291,0,0,31221002.1302998,0,336013.325443371,0,0,1315611.73389589,0,2187181.58508477,1484308.8118592,1796362.09365143,390819.491433341,27547142.4023842,0,336013.325443371,2297086.38665291,1280425.1218403,0,0,2980524.94672943,0,0,0,0,27547142.4023842,50383850.4746137,54806.1659899699,0,0,0,0,35186.6120555919,31221002.1302998,32810452.8232561,0,0,29679517.821479,0,0,0,2187181.58508477,31221002.1302998,0,31221002.1302998,0,1706431.22532923,0,0,0,0
0,0,393695.741025852,0,515936.971811134,0,0,54806.1659899699,25818650.6858371,25818650.6858371,1051095.20197895,27545724.735506,2297086.38665291,0,0,31221002.1302998,0,336013.325443371,0,0,1315611.73389589,0,2187181.58508477,1484308.8118592,1796362.09365143,390819.491433341,27547142.4023842,0,336013.325443371,2297086.38665291,1280425.1218403,0,0,2980524.94672943,0,0,0,0,27547142.4023842,50383850.4746137,54806.1659899699,0,0,0,0,35186.6120555919,31221002.1302998,32810452.8232561,0,0,29679517.821479,0,0,0,2187181.58508477,31221002.1302998,0,31221002.1302998,0,1706431.22532923,0,0,0,0
0,0,261177.519685398,0,141505.302552063,0,0,67047.9044461969,20938760.5933423,20938760.5933423,474070.811914452,19760350.1974753,3569570.28142783,0,0,21921860.4248535,0,224733.15590558,0,0,246522.261566172,0,679808.624470012,108946.035200418,388027.564118235,291781.060351777,19760350.1974753,0,224733.15590558,3569570.28142783,246522.261566172,0,0,2365997.0950271,0,0,0,0,19760350.1974753,38333113.6957905,67047.9044461969,0,0,0,0,0,21921860.4248535,22827540.0588713,0,0,20373110.9174991,0,8554.53477663701,0,679808.624470012,21921860.4248535,0,21921860.4248535,0,538303.321917949,0,0,0,0
0,0,187582.386916896,0,430320.420314827,0,0,81976.1335212684,22100013.343193,22100013.343193,294040.049607921,13026525.4879539,3779855.98751924,0,0,15561291.2004821,0,139389.615749948,0,0,467215.002006094,0,1118901.17159214,138834.476819622,897535.422320921,221365.749271216,13066231.2478499,0,139389.615749948,3779855.98751924,467215.002006094,7634.55142597711,0,1946862.58004153,0,0,0,0,13066231.2478499,33179676.2511053,81976.1335212684,0,0,0,0,0,15561291.2004821,16033548.3738755,0,0,14103156.2859208,0,76567.1508781362,0,1118901.17159214,15561291.2004821,0,15561291.2004821,0,688580.75127731,0,0,0,0
0,0,114384.874160506,0,129520.518007761,0,0,65543.4241263286,21625303.8489035,21625303.8489035,773441.780234465,19883392.5545638,3674277.24307578,0,0,20684446.2759594,0,78954.7477642741,0,0,325686.488056306,0,599705.17795467,2034114.0481915,455207.006064067,144498.171890603,19883392.5545638,0,78954.7477642741,3674277.24307578,325686.488056306,0,0,2379475.66611932,0,0,0,0,19883392.5545638,39129220.737348,65543.4241263286,0,0,0,0,0,20684446.2759594,22335164.2105059,0,0,20417554.3083921,0,40072.773078036,0,599705.17795467,20684446.2759594,0,20684446.2759594,0,470184.659946909,0,0,0,0
0,0,160246.881682986,0,181451.081509122,0,0,91822.7117715884,20355329.1350714,20355329.1350714,653507.909906271,23192431.374645,1496496.15716228,0,0,28019266.3369043,0,110611.23436249,0,0,339831.611338577,0,723716.638981777,116992.638126812,521282.692847699,202433.946134078,23192431.374645,0,110611.23436249,1496496.15716228,339831.611338577,0,0,2868335.36028685,0,0,0,0,23192431.374645,40679425.1494296,91822.7117715884,0,0,0,0,0,28019266.3369043,28962324.4913012,0,0,23824325.3018552,0,11792.4495699798,0,723716.638981777,28019266.3369043,0,28019266.3369043,0,542265.557472655,0,0,0,0
0,0,124515.521042272,0,310361.467498594,0,0,95233.5116545268,20533381.2658637,20533381.2658637,374783.022954996,13300725.8343857,2709872.55821169,0,0,18280717.656333,0,63434.9059265452,0,0,520404.362822162,0,989434.247901828,120004.05621142,830765.830320756,158668.417581072,13300725.8343857,0,63434.9059265452,2709872.55821169,520404.362822162,9730.98823152965,0,1885023.34625545,0,0,0,0,13300725.8343857,31949083.753994,95233.5116545268,0,0,0,0,0,18280717.656333,17780477.3619195,0,0,14194926.570633,0,59672.3538936621,0,989434.247901828,18280717.656333,0,18280717.656333,0,679072.780403234,0,0,0,0
0,0,97679.7040593993,0,295259.250878895,0,0,78250.9234840508,19363368.1649176,19363368.1649176,356546.047715544,12279699.8550767,2197720.34913706,0,0,17807964.0995235,0,51919.794130168,0,0,493175.051077762,0,918605.019570876,107730.829650238,788434.301956657,130170.717614219,12279699.8550767,0,51919.794130168,2197720.34913706,493175.051077762,9257.47747846889,0,1961145.57689348,0,0,0,0,12279699.8550767,29681922.4431009,78250.9234840508,0,0,0,0,0,17807964.0995235,16674720.9664795,0,0,13120053.9511635,0,50334.8733346546,0,918605.019570876,17807964.0995235,0,17807964.0995235,0,623345.768691981,0,0,0,0
0,0,160612.17573,0,238556,0,0,90964.03554,24879112,24879112,859175,29590599,1051072,0,0,36181133,0,125112,0,0,442187,0,896819.03554,138308,680743,216076.03554,29590599,0,125112,1051072,442187,0,0,3766410,0,0,0,0,29590599,50703301,90964.03554,0,0,0,0,0,36181133,36918841,0,0,30396454,0,0,0,896819.03554,36181133,0,36181133,0,658263.03554,0,0,0,0
0,0,90768.3105631815,0,176488.726858634,0,0,88690.8789622326,14878359.2499274,14878359.2499274,449795.147019814,15491265.2574963,550257.031185044,0,0,21385574.0988673,0,65498.6125456898,0,0,480720.189145753,0,814833.356806789,72406.9801775151,657208.916004387,154189.491507922,15491265.2574963,0,65498.6125456898,550257.031185044,480720.189145753,4679.29671778664,3434.94929447985,2125046.62945611,0,0,0,0,15491265.2574963,28244577.8779675,88690.8789622326,0,0,0,0,0,21385574.0988673,20411766.794526,0,0,16217407.7353409,0,0,0,811398.407512309,21385574.0988673,0,21385574.0988673,0,634909.680653675,0,0,0,0
0,0,108495.238415314,0,210956.735663976,0,0,105685.19995509,17473329.8614815,17473329.8614815,537639.528720735,18516688.3358155,657721.48250538,0,0,24751606.1815985,0,78290.4026738541,0,0,574604.189598958,0,973642.318121274,86547.9651273691,785560.925262934,183975.602628944,18516688.3358155,0,78290.4026738541,657721.48250538,574604.189598958,5593.15701550792,4105.79022939617,2452379.19075145,0,0,0,0,18516688.3358155,33537639.0065456,105685.19995509,0,0,0,0,0,24751606.1815985,24343786.7834446,0,0,19384645.4539817,0,0,0,969536.527891878,24751606.1815985,0,24751606.1815985,0,758579.792227902,0,0,0,0
0,0,108495.238415314,0,210956.735663976,0,0,105685.19995509,17473329.8614815,17473329.8614815,537639.528720735,18516688.3358155,657721.48250538,0,0,24751606.1815985,0,78290.4026738541,0,0,574604.189598958,0,973642.318121274,86547.9651273691,785560.925262934,183975.602628944,18516688.3358155,0,78290.4026738541,657721.48250538,574604.189598958,5593.15701550792,4105.79022939617,2452379.19075145,0,0,0,0,18516688.3358155,33537639.0065456,105685.19995509,0,0,0,0,0,24751606.1815985,24343786.7834446,0,0,19384645.4539817,0,0,0,969536.527891878,24751606.1815985,0,24751606.1815985,0,758579.792227902,0,0,0,0
0,0,108495.238415314,0,210956.735663976,0,0,105685.19995509,17473329.8614815,17473329.8614815,537639.528720735,18516688.3358155,657721.48250538,0,0,24751606.1815985,0,78290.4026738541,0,0,574604.189598958,0,973642.318121274,86547.9651273691,785560.925262934,183975.602628944,18516688.3358155,0,78290.4026738541,657721.48250538,574604.189598958,5593.15701550792,4105.79022939617,2452379.19075145,0,0,0,0,18516688.3358155,33537639.0065456,105685.19995509,0,0,0,0,0,24751606.1815985,24343786.7834446,0,0,19384645.4539817,0,0,0,969536.527891878,24751606.1815985,0,24751606.1815985,0,758579.792227902,0,0,0,0
0,0,14029.234684277,0,108293.973148829,0,0,86193.3090655885,3890300.06533065,3890300.06533065,0,0,0,0,0,5129350.09876392,0,0,0,0,523057.498494962,0,724753.78852596,0,631351.471643791,86193.3090655885,0,0,0,0,523057.498494962,9820.54863774384,7209.00781658048,321642.594811395,0,0,0,0,0,3568657.47051926,86193.3090655885,0,0,0,0,0,5129350.09876392,2275061.20174359,0,0,638560.479460371,0,0,0,717544.780709379,5129350.09876392,0,5129350.09876392,0,609250.807560551,0,0,0,0
0,0,9959.86192649782,0,76881.8146041146,0,0,61191.7525510735,2761864.94668619,2761864.94668619,0,0,0,0,0,3641511.45134182,0,0,0,0,371337.466502553,0,514528.969460801,0,448219.281106668,61191.7525510735,0,0,0,0,371337.466502553,6971.96323788104,5117.93580305948,228345.72990587,0,0,0,0,0,2533519.21678032,61191.7525510735,0,0,0,0,0,3641511.45134182,1615148.36365902,0,0,453337.216909727,0,0,0,509411.033657741,3641511.45134182,0,3641511.45134182,0,432529.219053626,0,0,0,0
0,0,21350.49664,0,164808,0,0,130300.46205,5090120,5090120,0,0,0,0,0,5640292,0,0,0,0,796019,0,1102098.54498,0,960827,130300.46205,0,0,0,0,796019,14945.47603,10971.08293,255188,0,0,0,0,0,4834932,130300.46205,0,0,0,0,0,5640292,3317036,0,0,971798.08293,0,0,0,1091127.46205,5640292,0,5640292,0,926319.46205,0,0,0,0
